용어,초성,설명
취락지구(聚落地區),ㅊ,"국토이용관리법에서 준도시지역 중 취락지구란 주민의 집단적 생활근거지로 이용되고 있거나 이용될 지역으로서, 주택의 건설과 주민의 복지시설 또는 소득증대를 위한 생산시설등의 설치를 위하여 계획적인 개발이 필요한 지구를 말한다(국토이용관리법 제7조제1호).
준도시지역중 취락지구안에서의 행위제한에 관하여는 다음 각호에 정하는 바에 따른다(국토이용관리법시행령 제13조제1항).
  1. 국토이용관리법에 의하여 개발계획이 수립된 경우에는 개발계획에서 정하는 바에 따른다.
  2. 개발계획이 수립되지 아니한 경우에는 다음 각목의 시설ㆍ건축물 기타의 공작물을 설치할 수 없다.
    가. 대기환경보전법 제2조제9호의 규정에 의한 대기오염물질배출시설에 해당하는 시설로서 동법시행령 별표 8중 1종사업장 내지 4종사업장에 해당하는 시설ㆍ건축물 기타의 공작물과 동표중 5종사업장 가운데에서 대기환경보전법 제2조제8호의 규정에 의한 특정대기유해물질을 배출하는 시설ㆍ건축물 기타의 공작물. 다만, 폐기물관리법 제2조제7호의 규정에 의한 폐기물처리시설을 제외한다.
    나. 수질환경보전법 제2조제5호의 규정에 의한 폐수배출시설에 해당하는 시설로서 동법시행령 별표 1중 1종사업장 내지 4종사업장에 해당하는 시설ㆍ건축물 기타의 공작물과 동표중 5종사업장 가운데에서 다음에 해당하는 시설ㆍ건축물 기타의 공작물
      (1) 수질환경보전법 제2조제3호의 규정에 의한 특정수질유해물질을 배출하는 시설.  다만, 인쇄ㆍ출판시설, 사진처리시설, 의료ㆍ보건시설 및 교육ㆍ연구시설로서 배출되는 특정수질유해물질을 모두 위탁처리하는 경우를 제외한다.
      (2) 화학제품제조시설(석유정제시설을 포함한다). 다만, 물ㆍ용제류등 액체성 물질을 사용하지 아니하거나 제품의 성분이 용해ㆍ용출되지 아니하는 고체성 화학제품제조시설을 제외한다.
      (3) 제1차금속ㆍ가공금속제품 및 기계장비제조시설중 폐기물관리법시행령 제3조의 별표 1중 제4호의 규정에 의한 폐유기용제류를 발생시키는 시설
      (4) 가죽 및 모피를 물 또는 화학약품을 사용하여 저장하거나 제조 또는 가공하는 시설
      (5) 섬유제조시설중 감량ㆍ정련ㆍ표백 및 염색시설
    다. 소방법 제15조제1항의 규정에 의한 위험물의 제조소 또는 취급소로서 위험물을 품명별로 각각 지정수량의 100배를 초과하여 제조하거나 취급하는 제조소 또는 취급소(주유취급소를 제외한다)
    라. 총포ㆍ도검ㆍ화약류등단속법 제25조제1항의 규정에 의하여 설치허가를 받아야 하는 화약류저장소
  3. 용적률 200퍼센트를 초과하는 공동주택은 이를 건축할 수 없다."
취락지구(聚落地區),ㅊ,"도시계획지구 중 취락지구란 녹지지역 또는 개발제한구역안의 취락을 정비하기 위한 지구를 의미한다(도시계획법 제33조제8호).
취락지구란 다음과 같이 구분된다(도시계획법시행령 제30조제5호).
   가. 자연취락지구 : 녹지지역안의 취락을 정비하기 위하여 필요한 지구
   나. 집단취락지구 : 개발제한구역안의 취락을 정비하기 위하여 필요한 지구
자연취락지구안에서는 취락의 정비에 지장을 준다고 인정하여 도시계획조례가 정하는 건축물을 건축할 수 없다(도시계획법시행령 제58조).
집단취락지구안에서의 건축제한에 대하여는 개발제한구역의지정및관리에관한특별조치법령이 정하는 바에 의한다(도시계획법시행령 제58조)."
"측량(測量, survey, surveying)",ㅊ,"측량이란 토지상에 건물이나 구축물 등 시설물 설치를 위하여 지리ㆍ지형ㆍ지장물 등에 관한 정보를 측정하는 일련의 행위를 말한다. 학문적으로는 지표면상의 제점의 관계위치를 정하는 기술을 의미한다.
측량법에의 측량은 地表面ㆍ地下ㆍ水中 및 空間의 일정한 點의 位置를 測定하여 그 결과를 圖面 및 數値로 표시하고 거리ㆍ높이ㆍ면적ㆍ體積 및 變位의 計算을 하거나 圖面 및 數値로 표시된 位置를 現地에 再現하는 것을 말하며, 地圖의 製作, 沿岸海域의 測量과 測量用寫眞의 촬영을 포함한다(측량법 제2조제1호)."
"측지도(測地圖, survey map)",ㅊ,"측지도란 지형을 측량하여 만든 평면도를 의미한다. 측지도에는 지물의 평면 위치만을 보여주는 소규모의 평면도(지적도 등)와 지상의 지물 외에 고저ㆍ기복을 등고선으로 표시한 평면도(지형도, 국토기본도등)이 있다."
층고(層高),ㅊ,"건축법에서 층고란 방의 바닥구조체 윗면으로부터 위층 바닥구조체의 윗면까지의 높이로 한다. 다만, 동일한 방에서 층의 높이가 다른 부분이 있는 경우에는 그 각 부분의 높이에 따른 면적에 따라 가중평균한 높이를 의미한다(건축법시행령 제119조제1항제8호)."
층수(層數),ㅊ,"건축법에서 층수는 승강기탑ㆍ계단탑ㆍ망루ㆍ장식탑ㆍ옥탑 기타 이와 유사한 건축물의 옥상부분으로서 그 수평투영면적의 합계가 당해 건축물의 건축면적의 8분의 1(주택건설촉진법 제33조제1항의 규정에 의한 사업계획승인 대상인 공동주택중 세대별전용면적이 85제곱미터 이하인 경우에는 6분의 1) 이하인 것과 지하층은 건축물의 층수에 산입하지 아니하고, 층의 구분이 명확하지 아니한 건축물은 당해 건축물의 높이 4미터마다 하나의 층으로 산정하며, 건축물의 부분에 따라 그 층수를 달리하는 경우에는 그중 가장 많은 층수로 한다(건축법시행령 제119조제1항제9호)."
친권자(親權者),ㅊ,"친권을 행사하는 자를 친권자라고 한다.
미성년자의 친권은 부모가 공동으로 행사하나, 부모의 의견이 일치하지 않을 때에는 당사자의 청구에 의하여 가정법원이 정한다. 부모의 일방이 친권을 행사할 수 없을 때에는 다른 일방이 행사한다. 미성년자가 친권자인 경우에는 그 법정대리인이 대리행사한다(민법 제909조 및 제910조).
혼인 외의 자가 인지된 경우와 부모가 이혼한 경우에는 부모가 협의로 친권을 행사할 자를 정하고, 협의할 수 없거나 협의가 이루어지지 않으면 당사자의 청구에 의하여 가정법원이 결정한다. 추정된 부로부터 인지되지 않은 혼인 외의 자는 생모가 친권을 행사한다."
친족(親族),ㅊ,"일정범위의 혈연과 혼인관계에 있는 자들 상호간의 신분상 법률관계를 친족관계라 하고, 그 사람들을 서로 친족이라고 한다(민법 제762조). 민법 제777조에서는 친족을 부계와 모계 차별 없이 8촌 이내의 혈족과 4촌 이내의 인척, 배우자라고 규정하고 있다."
카다로그(catalogue),ㅋ,"목록, 요람, 편람이라는 뜻으로책자 형식의 상품 목록을 말한다. 영업안내, 리플랫 이나 홀더를 포함해서 상품을 소개하는 인쇄물을 총칭하는 것.  상품의 디자인, 특징, 기능, 서비스, 가격등 상품판단의 기준에 드는 사항을 기재한다. 세일즈 맨이 가지고 다닌다든지, DM 을 이용해서 소비자, 이용자에 전달된다. 분량을 기준으로 하여 구분할 경우 20매 이상의 인쇄물은 brochure, A4용지 4면 내지 10면이면 catalogue, B5이하의 규격으로서 4면에서 8면이면 pamphlet, 접지형식으로서 1, 2쪽의 낱장은  leaflet(찌라시)이라 한다.
유능한 세일즈맨을 대신하여 고객에게 제품의 기능, 특징, 가격, 디자인 등을 상세히 설명하여 판매촉진에 도움이 되게 한 것이므로 특히 미국의 통신 판매업자들은 이에 매우 큰 비용을 투자하고 있다."
커뮤니티(community) = 지역사회(地域社會),ㅋ,"커뮤니티란 공동생활체나 지방적, 근린적 친근감과 같은 공통 요소로 이어진 사회 집단을 의미한다. 공동사회, 기초사회, 지역사회 등이라고도 한다. 커뮤니티는 그 자체 특정한 목적을 갖지는 않지만 많은 목적을 미분화한 모양으로 내포하고 있다. 도시 계획에서 좁은 의미로 사용하는 경우는 근린주구 혹은 그 집단을 말하지만 넓은 의미로는 도시 혹은 지방을 의미하는 경우도 있다."
"쾌적성(快適性, amenity)",ㅋ,"쾌적성의 일반적인 의미는 특정 부동산등의 기분 좋음 또는 특정 지역이나 도시의 양호한 생활환경의 의미로 사용된다. 이 단어를 도시계획적인 의미를 지닌 전문어로서 사용한 것은 영국인데, 그 사용 방법을 보면 “거주하기 편리한 또는 거주하여 기분이 좋은 주거 지역 또는 도시”라고 하는 의미가 반드시 전제되어 사용되고 있다. 주거지역의 “쾌적”이란 생활 환경 시설(도로, 상하수도, 공원 등)의 정비 외에 생활에 윤택함을 주는 요소(소음의 제거, 일조, 녹지, 프라이버시, 경관, 청결 등의 보다 고차원의 문화성을 가진 것)가 충족되어야 확보될 수 있다."
클로징(closing) = 클로우징(closing),ㅋ,"클로징 또는 클로우징이란 중개활동의 마지막 단계로서 취득중개의뢰인의 욕망을 촉구시켜 계약에 서명시키는 작업을 의미한다. 즉, 매도인과 매수인이 동의한 날에 같은 장소에 모여 매도인가 매수인이 거래방법이나 조건등을 최종협의하고 거래계약을 체결하는 것을 의미한다. 학자에 따라서는 부동산소유권을 현실적으로 이전시키는 행위까지 포함된다고도 한다."
탈법행위(脫法行爲),ㅌ,"협의의 탈법행위라 함은 강행법규의 조문에 직접 정면으로는 위반하지 않는 형식을 갖추었으나, 실질적으로는 그 법규가 금지하고 있는 내용을 실현하는 행위를 말한다. 광의의 탈법행위는 대상 법규를 모든 법령의 금지규정으로 확대된다.
즉 직접적으로는 강행법규에 위반되지는 않지만 결과적으로 강행법규로 금지되어 있는 것과 동일한 효과를 발생시키는 행위로서 다른 수단을 통하여 합법성을 가장하는 행위를 말한다.
예를 들어 법률에서 정한 중개수수료의 제한을 초과해 수수료를 받기 위해 사례금의 명목을 붙이는 행위를 말한다. 탈법행위는 법률에 명문의 규정이 없는 경우에도 원칙적으로 무효이지만, 부동산중개업법 제15조에서는 명문으로 금지하고 있다."
"택지(宅地, housing site)",ㅌ,"택지라 함은 주거ㆍ상업ㆍ공업용지 등의 용도로 이용되고 있거나 이용을 목적으로 조성된 토지를 말한다. 택지의 개념은 부지보다는 작은 범위를 나타내는데, 택지는 주로 건축용지를 의미하는데 반하여 부지는 건축용지는 물론 철도용, 수도용, 하천용지와 같은 건축물 건축용도 이외의 토지에도 사용된다."
택지개발예정지구(宅地開發豫定地區),ㅌ,택지개발예정지구라 함은 도시계획법에 의한 도시계획구역과 그 주변지역중 택지개발촉진법 제3조의 규정에 의하여 건설교통부장관이 지정ㆍ고시하는 지구를 말한다(택지개발촉진법 제2조제3호).
토목공사(土木工事),ㅌ,"종합적인 계획ㆍ관리 및 조정하에 토목공작물을 설치하거나 토지를 조성ㆍ개량하는 공사를 의미한다(건설산업기본법시행령 제7조별표1). 도로ㆍ항만ㆍ철도ㆍ댐ㆍ하천 등의 건설, 택지조성, 간척ㆍ매립공사 등이 토목공사에 포함된다."
토양(土壤),ㅌ,"흙을 말한다. 기후의 지배하에 암석의 풍화나 생물의 활동에 의하여 생성되며, 발달하는 지구표층의 다공질자연물을 말한다. 식물의 생성에 알맞은 토양, 점토층, 사양토층 등 여러 종류가 있다.
농지나 임지의 가격 산정이나, 숙성도가 낮은 택지가망지의 가격 산정에 있어서 특히 토양의 양부는 작물, 식수림의 수익성에 영향을 줄 수 있으므로 용도지역별의 지역요인의 인자로 포함된다."
토지(土地),ㅌ,"토지의 소유권(所有權)은 정당한 이익이 있는 범위내에서 토지의 상하에 미친다(민법212조). 토지의 완전이용을 위해서는 지표(地表)뿐만 아니라(예：경작, 보행등) 지상의 공간(예：건물, 전선등)이나, 지하의 지반(地盤)(예：샘, 동굴등)에 대해서도 소유권의 효력(所有權效力)이 미친다는 것이다.
그러나 지상ㆍ지하에 있어서는 소유자의 어떠한 이익도 침해하지 않는 범위에서는 타인의 이용을 금지할 수 없다.
이에 대하여는 권리남용금지의 법리도 있지만, 근대생활의 발전은 토지의 상공이나 지중만을 이용할 필요성을 증가시키고 있고(예：항공기, 지하상가설비등) 또 공익(公益)이나 특수산업(特殊産業)을 보호ㆍ육성하기 위해서는 특별법(特別法)으로써 소유권의 행사를 제한하는 경우가 많다(예：전기사업법, 건축법, 광업법등). 그리고 지중(地中)의 암석ㆍ토사ㆍ논의 둑등은 토지의 구성부분 즉, 토지자체이며 토지와 별개의 것은 아니다."
